"id","utmlong","utmlat","ESTtime","dx","dy","dist","dt","R2n","abs.angle","rel.angle"
"1",567079,2948636,2016-07-17 08:00:00,20,-37,42.0594816896262,7200,1573,-1.07524465330907,-1.60696872056787
"1",567099,2948599,2016-07-17 10:00:00,10,9,13.4536240470737,7200,394,0.732815101786507,1.80805975509557
"1",567109,2948608,2016-07-17 12:00:00,64,6,64.2806347199528,7200,45,0.0934767811585895,-0.639338320627917
"1",567173,2948614,2016-07-17 14:00:00,-115,-69,134.111893581442,7200,3721,-2.60117315331921,-2.6946499344778
"1",567058,2948545,2016-07-17 16:00:00,48,21,52.3927475897189,32400,7677,0.412410441597387,3.0135835949166
"1",567106,2948566,2016-07-18 01:00:00,-26,44,51.1077293567226,3600,2340,2.10450451843416,1.69209407683677
"1",567080,2948610,2016-07-18 02:00:00,-3,-15,15.2970585407784,7200,1040,-1.76819188664478,2.41048890210065
"1",567077,2948595,2016-07-18 04:00:00,27,19,33.0151480384384,7200,1586,0.613207348874509,2.38139923551929
"1",567104,2948614,2016-07-18 06:00:00,70,-39,80.1311425102625,7200,64,-0.508310625010827,-1.12151797388534
"1",567174,2948575,2016-07-18 08:00:00,-84,50,97.7547952787995,7200,5365,2.60468191084975,3.11299253586058
"1",567090,2948625,2016-07-18 10:00:00,-3,-93,93.0483745156249,7200,605,-1.60304320923015,2.07546018709969
"1",567087,2948532,2016-07-18 12:00:00,12,65,66.098411478643,7200,7349,1.38823647366399,2.99127968289414
"1",567099,2948597,2016-07-18 14:00:00,12,-26,28.6356421265527,7200,458,-1.13838855122436,-2.52662502488835
"1",567111,2948571,2016-07-18 16:00:00,-10,139,139.359247988786,32400,1850,1.64261503897941,2.78100359020377
"1",567101,2948710,2016-07-19 01:00:00,14,-26,29.5296461204668,3600,9337,-1.07685495787532,-2.71946999685472
"1",567115,2948684,2016-07-19 02:00:00,-28,-58,64.4049687524185,7200,4909,-2.02055593986474,-0.94370098198942
"1",567087,2948626,2016-07-19 04:00:00,-28,-27,38.8973006775534,7200,769,-2.37437430526532,-0.353818365400588
"1",567059,2948599,2016-07-19 06:00:00,-34,-87,93.407708461347,7200,3034,-1.94335058524976,0.431023720015563
"1",567025,2948512,2016-07-19 08:00:00,165,54,173.611635554763,7200,17973,0.316286127912154,2.25963671316191
"1",567190,2948566,2016-07-19 10:00:00,-96,-19,97.86214794291,7200,8388,-2.94620109907322,3.02069808019421
"1",567094,2948547,2016-07-19 12:00:00,260,85,273.541587331799,7200,4813,0.31597027195298,-3.02101393615339
"1",567354,2948632,2016-07-19 14:00:00,-258,-48,262.427132743548,7200,58888,-2.95764919705262,3.00956583817399
"1",567096,2948584,2016-07-19 16:00:00,18,30,34.9857113690718,32400,1156,1.03037682652431,-2.29515928360266
